HITId,candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID
378G7J1SJLK8QJT9DHXK3JBP06UWEM,"[""room"", ""joint"", ""dorm"", ""willow"", ""strings""]",tension,"[""joint"", ""strings""]",67,2,215,5,1.0,0.0,2092
39AYGO6AFF6EQARGFYNZVC6LQX36NN,"[""politician"", ""rust"", ""chemist"", ""meal"", ""jelly""]",proud,"[""politician"", ""chemist""]",67,2,218,5,1.0,0.0,2093
39AYGO6AFF6EQARGFYNZVC6LQX36NN,"[""politician"", ""rust"", ""chemist"", ""meal"", ""jelly""]",taste,"[""meal"", ""jelly""]",100,2,219,5,1.0,0.0,2094
39AYGO6AFF6EQARGFYNZVC6LQX36NN,"[""politician"", ""rust"", ""chemist"", ""meal"", ""jelly""]",person,"[""politician"", ""chemist""]",67,2,220,5,1.0,0.0,2095
39AYGO6AFF6EQARGFYNZVC6LQX36NN,"[""politician"", ""rust"", ""chemist"", ""meal"", ""jelly""]",human,"[""politician"", ""chemist""]",67,2,221,5,1.0,0.0,2096
3XAOZ9UYRZD4ML3BPK3Z4AA9NXA1Q7,"[""bird"", ""herb"", ""beaker"", ""fast food"", ""machine"", ""key""]",vegetable,"[""herb"", ""fast food""]",67,2,222,6,1.0,0.0,2097
3XAOZ9UYRZD4ML3BPK3Z4AA9NXA1Q7,"[""bird"", ""herb"", ""beaker"", ""fast food"", ""machine"", ""key""]",America,"[""bird"", ""fast food""]",0,2,223,6,1.0,0.0,2098
3XAOZ9UYRZD4ML3BPK3Z4AA9NXA1Q7,"[""bird"", ""herb"", ""beaker"", ""fast food"", ""machine"", ""key""]",set,"[""fast food"", ""machine"", ""key""]",80,3,224,6,0.83,0.24,2099
3XAOZ9UYRZD4ML3BPK3Z4AA9NXA1Q7,"[""bird"", ""herb"", ""beaker"", ""fast food"", ""machine"", ""key""]",garnish,"[""herb"", ""fast food""]",0,2,225,6,1.0,0.0,2100
3XAOZ9UYRZD4ML3BPK3Z4AA9NXA1Q7,"[""bird"", ""herb"", ""beaker"", ""fast food"", ""machine"", ""key""]",taste,"[""herb"", ""fast food""]",67,2,227,6,1.0,0.0,2101
3YOAVL4CA03USC1LZY5ET1TG4J4Z49,"[""cover"", ""ivory"", ""intersection"", ""peel"", ""soldier""]",divide,"[""intersection"", ""peel"", ""soldier""]",50,3,229,5,1.0,0.0,2102
3YOAVL4CA03USC1LZY5ET1TG4J4Z49,"[""cover"", ""ivory"", ""intersection"", ""peel"", ""soldier""]",enforce,"[""intersection"", ""soldier""]",0,2,230,5,1.0,0.0,2103
3YOAVL4CA03USC1LZY5ET1TG4J4Z49,"[""cover"", ""ivory"", ""intersection"", ""peel"", ""soldier""]",weapon,"[""peel"", ""soldier""]",67,2,232,5,1.0,0.0,2104
3YOAVL4CA03USC1LZY5ET1TG4J4Z49,"[""cover"", ""ivory"", ""intersection"", ""peel"", ""soldier""]",curved,"[""ivory"", ""peel""]",0,2,233,5,1.0,0.0,2105
3WPCIUYH1AUB6WBFMHHPAHM5W0BTD0,"[""buyer"", ""record"", ""earring"", ""barbecue"", ""square"", ""restaurant""]",steak,"[""barbecue"", ""restaurant""]",67,2,234,6,1.0,0.0,2106
3WPCIUYH1AUB6WBFMHHPAHM5W0BTD0,"[""buyer"", ""record"", ""earring"", ""barbecue"", ""square"", ""restaurant""]",eat,"[""barbecue"", ""restaurant""]",67,2,235,6,1.0,0.0,2107
3WPCIUYH1AUB6WBFMHHPAHM5W0BTD0,"[""buyer"", ""record"", ""earring"", ""barbecue"", ""square"", ""restaurant""]",round,"[""buyer"", ""record""]",67,2,236,6,1.0,0.0,2108
3WPCIUYH1AUB6WBFMHHPAHM5W0BTD0,"[""buyer"", ""record"", ""earring"", ""barbecue"", ""square"", ""restaurant""]",expensive,"[""buyer"", ""restaurant""]",100,2,239,6,1.0,0.0,2109
3MQKOF1EE2A3YDF9HMM0X1T40UTWDT,"[""curry"", ""puck"", ""cider"", ""stuffing"", ""solid"", ""blacksmith""]",ice,"[""puck"", ""cider""]",67,2,241,6,1.0,0.0,2110
3MQKOF1EE2A3YDF9HMM0X1T40UTWDT,"[""curry"", ""puck"", ""cider"", ""stuffing"", ""solid"", ""blacksmith""]",chow,"[""curry"", ""stuffing""]",67,2,244,6,1.0,0.0,2111
3MQKOF1EE2A3YDF9HMM0X1T40UTWDT,"[""curry"", ""puck"", ""cider"", ""stuffing"", ""solid"", ""blacksmith""]",chew,"[""curry"", ""stuffing""]",100,2,245,6,1.0,0.0,2112
3XU80RHWHZ2EPFDWE5FOZ5G73P2445,"[""camera"", ""secretary"", ""hooker"", ""ice cream"", ""journal"", ""player""]",career,"[""secretary"", ""hooker"", ""journal"", ""player""]",40,4,247,6,1.0,0.0,2113
3XU80RHWHZ2EPFDWE5FOZ5G73P2445,"[""camera"", ""secretary"", ""hooker"", ""ice cream"", ""journal"", ""player""]",bravado,"[""hooker"", ""player""]",67,2,248,6,1.0,0.0,2114
3XU80RHWHZ2EPFDWE5FOZ5G73P2445,"[""camera"", ""secretary"", ""hooker"", ""ice cream"", ""journal"", ""player""]",paperwork,"[""secretary"", ""journal""]",0,2,249,6,1.0,0.0,2115
3XU80RHWHZ2EPFDWE5FOZ5G73P2445,"[""camera"", ""secretary"", ""hooker"", ""ice cream"", ""journal"", ""player""]",office,"[""secretary"", ""journal""]",0,2,250,6,1.0,0.0,2116
3Z56AA6EK4M88S6G3X8ZIXHLL7T6MN,"[""bell"", ""owl"", ""basketball"", ""bass"", ""video game""]",points,"[""basketball"", ""video game""]",67,2,252,5,1.0,0.0,2117
3Z56AA6EK4M88S6G3X8ZIXHLL7T6MN,"[""bell"", ""owl"", ""basketball"", ""bass"", ""video game""]",beast,"[""owl"", ""video game""]",100,2,254,5,1.0,0.0,2118
3Z56AA6EK4M88S6G3X8ZIXHLL7T6MN,"[""bell"", ""owl"", ""basketball"", ""bass"", ""video game""]",powered,"[""bass"", ""video game""]",100,2,256,5,1.0,0.0,2119
37VHPF5VYCPI3KDDJNBJZF80XOF8CT,"[""shoe"", ""oasis"", ""laptop"", ""dozen"", ""hump"", ""dwarf""]",colorful,"[""shoe"", ""dozen""]",0,2,268,6,1.0,0.0,2120
37VHPF5VYCPI3KDDJNBJZF80XOF8CT,"[""shoe"", ""oasis"", ""laptop"", ""dozen"", ""hump"", ""dwarf""]",serious,"[""oasis"", ""dwarf""]",67,2,269,6,1.0,0.0,2121
3NKW03WTLMTXNMJEM8SKX003J9IQWS,"[""continent"", ""ladder"", ""acrobat"", ""iphone"", ""fence""]",brands,"[""acrobat"", ""iphone""]",0,2,271,5,1.0,0.0,2122
3NKW03WTLMTXNMJEM8SKX003J9IQWS,"[""continent"", ""ladder"", ""acrobat"", ""iphone"", ""fence""]",boundary,"[""continent"", ""fence""]",0,2,273,5,1.0,0.0,2123
3NKW03WTLMTXNMJEM8SKX003J9IQWS,"[""continent"", ""ladder"", ""acrobat"", ""iphone"", ""fence""]",handyman,"[""ladder"", ""fence""]",67,2,274,5,1.0,0.0,2124
3NKW03WTLMTXNMJEM8SKX003J9IQWS,"[""continent"", ""ladder"", ""acrobat"", ""iphone"", ""fence""]",IT,"[""acrobat"", ""iphone""]",0,2,275,5,1.0,0.0,2125
308KJXFUJRSD8P8327QNKGEZBXETAY,"[""booger"", ""shark"", ""smartphone"", ""drink"", ""board"", ""typewriter""]",productive,"[""smartphone"", ""board"", ""typewriter""]",50,3,276,6,1.0,0.0,2126
308KJXFUJRSD8P8327QNKGEZBXETAY,"[""booger"", ""shark"", ""smartphone"", ""drink"", ""board"", ""typewriter""]",type,"[""smartphone"", ""typewriter""]",100,2,280,6,1.0,0.0,2127
308KJXFUJRSD8P8327QNKGEZBXETAY,"[""booger"", ""shark"", ""smartphone"", ""drink"", ""board"", ""typewriter""]",message,"[""smartphone"", ""board"", ""typewriter""]",80,3,281,6,1.0,0.0,2128
382GHPVPHSDT7JUSERA5P0O1PP643K,"[""noose"", ""plumber"", ""colon"", ""origami"", ""shirt"", ""shrubs""]",human,"[""plumber"", ""colon"", ""shirt""]",50,3,282,6,1.0,0.0,2129
382GHPVPHSDT7JUSERA5P0O1PP643K,"[""noose"", ""plumber"", ""colon"", ""origami"", ""shirt"", ""shrubs""]",male,"[""plumber"", ""colon"", ""shirt""]",50,3,283,6,1.0,0.0,2130
382GHPVPHSDT7JUSERA5P0O1PP643K,"[""noose"", ""plumber"", ""colon"", ""origami"", ""shirt"", ""shrubs""]",variety,"[""origami"", ""shrubs""]",0,2,285,6,1.0,0.0,2131
382GHPVPHSDT7JUSERA5P0O1PP643K,"[""noose"", ""plumber"", ""colon"", ""origami"", ""shirt"", ""shrubs""]",fabric,"[""plumber"", ""shirt""]",67,2,286,6,1.0,0.0,2132
3BCRDCM0ODGDI46DILVJ3KPHW2Y6KI,"[""sleigh"", ""stereo"", ""spinach"", ""sail"", ""film"", ""berry""]",fiber,"[""spinach"", ""berry""]",67,2,289,6,1.0,0.0,2133
3BCRDCM0ODGDI46DILVJ3KPHW2Y6KI,"[""sleigh"", ""stereo"", ""spinach"", ""sail"", ""film"", ""berry""]",holiday,"[""sleigh"", ""sail"", ""film""]",0,3,292,6,0.83,0.24,2134
3KTCJ4SCVGND165JXRWIN1Q4DWD1MK,"[""leather"", ""audience"", ""peppermint"", ""zoo"", ""dish"", ""bible""]",vessel,"[""dish"", ""bible""]",67,2,295,6,1.0,0.0,2135
3KTCJ4SCVGND165JXRWIN1Q4DWD1MK,"[""leather"", ""audience"", ""peppermint"", ""zoo"", ""dish"", ""bible""]",organic,"[""peppermint"", ""zoo""]",67,2,297,6,1.0,0.0,2136
3KTCJ4SCVGND165JXRWIN1Q4DWD1MK,"[""leather"", ""audience"", ""peppermint"", ""zoo"", ""dish"", ""bible""]",Eden,"[""peppermint"", ""zoo"", ""bible""]",50,3,299,6,1.0,0.0,2137
3UY4PIS8QR7JJOQJ9SBI0GF4IMN1NK,"[""trap"", ""citrus"", ""clockwise"", ""hall"", ""dandruff""]",circle,"[""citrus"", ""clockwise""]",67,2,302,5,1.0,0.0,2138
3UY4PIS8QR7JJOQJ9SBI0GF4IMN1NK,"[""trap"", ""citrus"", ""clockwise"", ""hall"", ""dandruff""]",round,"[""citrus"", ""clockwise""]",67,2,303,5,1.0,0.0,2139
3P7QK0GJ3T7KPYMYVKMQ0MWIK58Z2D,"[""shrub"", ""polar bear"", ""freezing"", ""crutch"", ""lumberjack""]",support,"[""polar bear"", ""crutch""]",67,2,309,5,1.0,0.0,2140
3P7QK0GJ3T7KPYMYVKMQ0MWIK58Z2D,"[""shrub"", ""polar bear"", ""freezing"", ""crutch"", ""lumberjack""]",slipped,"[""freezing"", ""crutch""]",0,2,311,5,1.0,0.0,2141
306W7JMRYYKZTFL75NFOOV2IF3F8BM,"[""crocodile"", ""starch"", ""candy"", ""shell"", ""pan""]",chomp,"[""crocodile"", ""candy"", ""pan""]",50,3,314,5,1.0,0.0,2142
306W7JMRYYKZTFL75NFOOV2IF3F8BM,"[""crocodile"", ""starch"", ""candy"", ""shell"", ""pan""]",yellow,"[""candy"", ""shell""]",67,2,316,5,1.0,0.0,2143
306W7JMRYYKZTFL75NFOOV2IF3F8BM,"[""crocodile"", ""starch"", ""candy"", ""shell"", ""pan""]",taste,"[""starch"", ""candy""]",100,2,317,5,1.0,0.0,2144
33N1S8XHHM7D0D42CGMCV3MDSZUZ1W,"[""gin"", ""eggnog"", ""fried"", ""casino"", ""blueprint""]",addictive,"[""gin"", ""casino""]",67,2,318,5,1.0,0.0,2145
33N1S8XHHM7D0D42CGMCV3MDSZUZ1W,"[""gin"", ""eggnog"", ""fried"", ""casino"", ""blueprint""]",hightech,"[""casino"", ""blueprint""]",67,2,319,5,1.0,0.0,2146
33N1S8XHHM7D0D42CGMCV3MDSZUZ1W,"[""gin"", ""eggnog"", ""fried"", ""casino"", ""blueprint""]",circuits,"[""casino"", ""blueprint""]",67,2,320,5,1.0,0.0,2147
33N1S8XHHM7D0D42CGMCV3MDSZUZ1W,"[""gin"", ""eggnog"", ""fried"", ""casino"", ""blueprint""]",splashes,"[""gin"", ""eggnog""]",0,2,321,5,1.0,0.0,2148
33N1S8XHHM7D0D42CGMCV3MDSZUZ1W,"[""gin"", ""eggnog"", ""fried"", ""casino"", ""blueprint""]",addict,"[""gin"", ""fried"", ""casino""]",50,3,322,5,0.83,0.24,2149
33N1S8XHHM7D0D42CGMCV3MDSZUZ1W,"[""gin"", ""eggnog"", ""fried"", ""casino"", ""blueprint""]",sparkle,"[""gin"", ""casino""]",67,2,323,5,1.0,0.0,2150
388FBO7JZRFG9U1MLHIRE3QEP6VNY1,"[""lint"", ""television"", ""cap"", ""sheet"", ""spike""]",game,"[""television"", ""spike""]",67,2,324,5,1.0,0.0,2151
388FBO7JZRFG9U1MLHIRE3QEP6VNY1,"[""lint"", ""television"", ""cap"", ""sheet"", ""spike""]",console,"[""television"", ""spike""]",67,2,325,5,1.0,0.0,2152
388FBO7JZRFG9U1MLHIRE3QEP6VNY1,"[""lint"", ""television"", ""cap"", ""sheet"", ""spike""]",laundry,"[""lint"", ""sheet""]",0,2,327,5,1.0,0.0,2153
388FBO7JZRFG9U1MLHIRE3QEP6VNY1,"[""lint"", ""television"", ""cap"", ""sheet"", ""spike""]",entertainment,"[""television"", ""spike""]",0,2,328,5,1.0,0.0,2154
388FBO7JZRFG9U1MLHIRE3QEP6VNY1,"[""lint"", ""television"", ""cap"", ""sheet"", ""spike""]",fold,"[""lint"", ""sheet""]",67,2,329,5,1.0,0.0,2155
3X7837UUADKI7K0V00V725P4HDY6JJ,"[""washing machine"", ""drums"", ""bud"", ""pyramid"", ""arrow"", ""square""]",point,"[""pyramid"", ""arrow""]",67,2,332,6,1.0,0.0,2156
3X7837UUADKI7K0V00V725P4HDY6JJ,"[""washing machine"", ""drums"", ""bud"", ""pyramid"", ""arrow"", ""square""]",complete,"[""washing machine"", ""drums"", ""bud"", ""pyramid""]",67,4,335,6,0.87,0.19,2157
3XJOUITW8UD5V5FKR3N9AGT4FF0QT2,"[""fishing"", ""encyclopedia"", ""oxen"", ""wallet"", ""sibling"", ""nurse""]",two,"[""oxen"", ""sibling""]",67,2,336,6,1.0,0.0,2158
3XJOUITW8UD5V5FKR3N9AGT4FF0QT2,"[""fishing"", ""encyclopedia"", ""oxen"", ""wallet"", ""sibling"", ""nurse""]",outside,"[""fishing"", ""oxen""]",67,2,337,6,1.0,0.0,2159
3TZ0XG8CBU6G5M6A731SXP7SR3C89C,"[""scarf"", ""painter"", ""prime minister"", ""flake"", ""frame""]",female,"[""scarf"", ""painter""]",67,2,342,5,1.0,0.0,2160
3TZ0XG8CBU6G5M6A731SXP7SR3C89C,"[""scarf"", ""painter"", ""prime minister"", ""flake"", ""frame""]",woman,"[""scarf"", ""painter""]",67,2,343,5,1.0,0.0,2161
3TZ0XG8CBU6G5M6A731SXP7SR3C89C,"[""scarf"", ""painter"", ""prime minister"", ""flake"", ""frame""]",focus,"[""scarf"", ""painter"", ""prime minister""]",80,3,344,5,1.0,0.0,2162
3T8DUCXY0NSZ36YYA1CNOL3F5FWT9J,"[""vein"", ""tank"", ""sweet potato"", ""bed"", ""buyer"", ""tub""]",warlord,"[""tank"", ""buyer""]",67,2,348,6,1.0,0.0,2163
3T8DUCXY0NSZ36YYA1CNOL3F5FWT9J,"[""vein"", ""tank"", ""sweet potato"", ""bed"", ""buyer"", ""tub""]",relax,"[""bed"", ""tub""]",0,2,349,6,1.0,0.0,2164
3T8DUCXY0NSZ36YYA1CNOL3F5FWT9J,"[""vein"", ""tank"", ""sweet potato"", ""bed"", ""buyer"", ""tub""]",corruption,"[""tank"", ""buyer""]",0,2,350,6,1.0,0.0,2165
3T8DUCXY0NSZ36YYA1CNOL3F5FWT9J,"[""vein"", ""tank"", ""sweet potato"", ""bed"", ""buyer"", ""tub""]",Wayfair,"[""bed"", ""tub""]",0,2,351,6,1.0,0.0,2166
3T8DUCXY0NSZ36YYA1CNOL3F5FWT9J,"[""vein"", ""tank"", ""sweet potato"", ""bed"", ""buyer"", ""tub""]",relaxation,"[""bed"", ""tub""]",0,2,352,6,1.0,0.0,2167
37S0QRNUFB2GRHN02BVEXTCH7XU88N,"[""goose"", ""cartwheel"", ""bleach"", ""steakhouse"", ""dwarf""]",wellness,"[""cartwheel"", ""bleach"", ""steakhouse""]",50,3,354,5,0.83,0.24,2168
37S0QRNUFB2GRHN02BVEXTCH7XU88N,"[""goose"", ""cartwheel"", ""bleach"", ""steakhouse"", ""dwarf""]",young,"[""goose"", ""cartwheel""]",67,2,356,5,1.0,0.0,2169
32TZXEA1OL6XXGGDRNWM1794R5S41S,"[""checkers"", ""grain"", ""booger"", ""firework"", ""carrot"", ""pile""]",healthy,"[""grain"", ""carrot""]",67,2,360,6,1.0,0.0,2170
32TZXEA1OL6XXGGDRNWM1794R5S41S,"[""checkers"", ""grain"", ""booger"", ""firework"", ""carrot"", ""pile""]",nutrition,"[""grain"", ""carrot""]",67,2,361,6,1.0,0.0,2171
32TZXEA1OL6XXGGDRNWM1794R5S41S,"[""checkers"", ""grain"", ""booger"", ""firework"", ""carrot"", ""pile""]",burst,"[""booger"", ""firework""]",0,2,364,6,1.0,0.0,2172
3TTPFEFXCT6MGE55C0SMQS9P4LU6HE,"[""diamond"", ""hot"", ""digit"", ""collection"", ""wrinkled""]",expensive,"[""diamond"", ""digit""]",67,2,366,5,1.0,0.0,2173
3TTPFEFXCT6MGE55C0SMQS9P4LU6HE,"[""diamond"", ""hot"", ""digit"", ""collection"", ""wrinkled""]",count,"[""hot"", ""digit""]",100,2,369,5,1.0,0.0,2174
3TTPFEFXCT6MGE55C0SMQS9P4LU6HE,"[""diamond"", ""hot"", ""digit"", ""collection"", ""wrinkled""]",patriarch,"[""diamond"", ""wrinkled""]",0,2,371,5,1.0,0.0,2175
3K8CQCU3KENCKP6M6G03T65YEYVNW2,"[""coral"", ""pulp"", ""contract"", ""cream cheese"", ""carpet"", ""wigwam""]",natural,"[""coral"", ""pulp"", ""cream cheese"", ""wigwam""]",0,4,372,6,0.87,0.19,2176
3K8CQCU3KENCKP6M6G03T65YEYVNW2,"[""coral"", ""pulp"", ""contract"", ""cream cheese"", ""carpet"", ""wigwam""]",mortgage,"[""contract"", ""wigwam""]",100,2,376,6,1.0,0.0,2177
3K8CQCU3KENCKP6M6G03T65YEYVNW2,"[""coral"", ""pulp"", ""contract"", ""cream cheese"", ""carpet"", ""wigwam""]",rental,"[""contract"", ""wigwam""]",67,2,377,6,1.0,0.0,2178
31ODACBENU14G52523IJ0BXIDWMQSD,"[""clockwise"", ""railing"", ""tablet"", ""urn"", ""dig"", ""ebay""]",logo,"[""railing"", ""ebay""]",67,2,378,6,1.0,0.0,2179
31ODACBENU14G52523IJ0BXIDWMQSD,"[""clockwise"", ""railing"", ""tablet"", ""urn"", ""dig"", ""ebay""]",website,"[""tablet"", ""ebay""]",67,2,381,6,1.0,0.0,2180
3MDKGGG61Q9CLNW0CU9B4BCDFEOT68,"[""diarrhea"", ""bake"", ""crystal"", ""thorn"", ""tooth"", ""push""]",roots,"[""thorn"", ""tooth""]",67,2,386,6,1.0,0.0,2181
3MDKGGG61Q9CLNW0CU9B4BCDFEOT68,"[""diarrhea"", ""bake"", ""crystal"", ""thorn"", ""tooth"", ""push""]",sparkly,"[""crystal"", ""tooth""]",67,2,389,6,1.0,0.0,2182
31SIZS5W591SFQ2SNEIEA1SMRU3QRP,"[""mammoth"", ""yawn"", ""lotion"", ""cape"", ""cocoa""]",mammal,"[""mammoth"", ""yawn""]",0,2,392,5,1.0,0.0,2183
31SIZS5W591SFQ2SNEIEA1SMRU3QRP,"[""mammoth"", ""yawn"", ""lotion"", ""cape"", ""cocoa""]",crimson,"[""yawn"", ""cape""]",0,2,393,5,1.0,0.0,2184
31SIZS5W591SFQ2SNEIEA1SMRU3QRP,"[""mammoth"", ""yawn"", ""lotion"", ""cape"", ""cocoa""]",drape,"[""yawn"", ""cape""]",67,2,394,5,1.0,0.0,2185
3QGHA0EA0JMAJGHP3QVU2B54X9HWBM,"[""heroin"", ""moth"", ""triangle"", ""papyrus"", ""photo"", ""wire""]",outdoor,"[""moth"", ""papyrus"", ""photo""]",50,3,398,6,1.0,0.0,2186
3QGHA0EA0JMAJGHP3QVU2B54X9HWBM,"[""heroin"", ""moth"", ""triangle"", ""papyrus"", ""photo"", ""wire""]",length,"[""triangle"", ""papyrus"", ""wire""]",0,3,399,6,0.83,0.24,2187
3QGHA0EA0JMAJGHP3QVU2B54X9HWBM,"[""heroin"", ""moth"", ""triangle"", ""papyrus"", ""photo"", ""wire""]",outside,"[""papyrus"", ""photo""]",67,2,400,6,1.0,0.0,2188
3IVEC1GSLPLN0YZYUUJQ79YN92I1JG,"[""ravens"", ""bell"", ""honey"", ""beef"", ""radar"", ""cooking""]",swoop,"[""ravens"", ""radar""]",67,2,403,6,1.0,0.0,2189
3IVEC1GSLPLN0YZYUUJQ79YN92I1JG,"[""ravens"", ""bell"", ""honey"", ""beef"", ""radar"", ""cooking""]",viscous,"[""honey"", ""cooking""]",100,2,405,6,1.0,0.0,2190
3IVEC1GSLPLN0YZYUUJQ79YN92I1JG,"[""ravens"", ""bell"", ""honey"", ""beef"", ""radar"", ""cooking""]",gratitude,"[""honey"", ""beef"", ""cooking""]",80,3,407,6,0.83,0.24,2191
337F8MIIMZZXQRVVV4SMN2QUMDM40P,"[""jump"", ""primates"", ""tack"", ""parasite"", ""tumor""]",human,"[""jump"", ""parasite""]",100,2,408,5,1.0,0.0,2192
337F8MIIMZZXQRVVV4SMN2QUMDM40P,"[""jump"", ""primates"", ""tack"", ""parasite"", ""tumor""]",mammal,"[""jump"", ""primates"", ""parasite""]",50,3,409,5,1.0,0.0,2193
337F8MIIMZZXQRVVV4SMN2QUMDM40P,"[""jump"", ""primates"", ""tack"", ""parasite"", ""tumor""]",homosapien,"[""jump"", ""primates"", ""parasite""]",50,3,412,5,0.83,0.24,2194
337F8MIIMZZXQRVVV4SMN2QUMDM40P,"[""jump"", ""primates"", ""tack"", ""parasite"", ""tumor""]",black,"[""primates"", ""tack"", ""parasite""]",50,3,413,5,1.0,0.0,2195
3NSM4HLQNRGS3PNSAZTE5BIHV81QQO,"[""mirror"", ""hanging"", ""railway"", ""portrait"", ""oasis"", ""hyena""]",male,"[""portrait"", ""oasis""]",100,2,414,6,1.0,0.0,2196
3NSM4HLQNRGS3PNSAZTE5BIHV81QQO,"[""mirror"", ""hanging"", ""railway"", ""portrait"", ""oasis"", ""hyena""]",men,"[""portrait"", ""oasis""]",67,2,415,6,1.0,0.0,2197
3NSM4HLQNRGS3PNSAZTE5BIHV81QQO,"[""mirror"", ""hanging"", ""railway"", ""portrait"", ""oasis"", ""hyena""]",photogenic,"[""portrait"", ""oasis""]",67,2,417,6,1.0,0.0,2198
302U8RURJZNZ506HG6V774MK7PTNVS,"[""sheet"", ""wine"", ""quiz"", ""ketchup"", ""plutonium""]",flavor,"[""wine"", ""ketchup""]",67,2,420,5,1.0,0.0,2199
302U8RURJZNZ506HG6V774MK7PTNVS,"[""sheet"", ""wine"", ""quiz"", ""ketchup"", ""plutonium""]",taste,"[""wine"", ""ketchup""]",67,2,421,5,1.0,0.0,2200
302U8RURJZNZ506HG6V774MK7PTNVS,"[""sheet"", ""wine"", ""quiz"", ""ketchup"", ""plutonium""]",unwind,"[""sheet"", ""wine""]",0,2,423,5,1.0,0.0,2201
302U8RURJZNZ506HG6V774MK7PTNVS,"[""sheet"", ""wine"", ""quiz"", ""ketchup"", ""plutonium""]",relax,"[""sheet"", ""wine""]",0,2,424,5,1.0,0.0,2202
3APP19WN7108GIAUSUA45SXOPLH6GF,"[""tobacco"", ""pharaoh"", ""mason"", ""crowd"", ""brown""]",rowdy,"[""mason"", ""crowd""]",67,2,426,5,1.0,0.0,2203
3APP19WN7108GIAUSUA45SXOPLH6GF,"[""tobacco"", ""pharaoh"", ""mason"", ""crowd"", ""brown""]",expired,"[""tobacco"", ""pharaoh""]",67,2,427,5,1.0,0.0,2204
3APP19WN7108GIAUSUA45SXOPLH6GF,"[""tobacco"", ""pharaoh"", ""mason"", ""crowd"", ""brown""]",cheer,"[""mason"", ""crowd""]",67,2,428,5,1.0,0.0,2205
3APP19WN7108GIAUSUA45SXOPLH6GF,"[""tobacco"", ""pharaoh"", ""mason"", ""crowd"", ""brown""]",applaud,"[""mason"", ""crowd""]",0,2,429,5,1.0,0.0,2206
3APP19WN7108GIAUSUA45SXOPLH6GF,"[""tobacco"", ""pharaoh"", ""mason"", ""crowd"", ""brown""]",arena,"[""mason"", ""crowd""]",67,2,430,5,1.0,0.0,2207
3HXCEECSQMFAQJF5O5TL9QXNZK3YZT,"[""village"", ""circus"", ""chess"", ""polar bear"", ""pit""]",cold,"[""village"", ""polar bear""]",67,2,433,5,1.0,0.0,2208
3HXCEECSQMFAQJF5O5TL9QXNZK3YZT,"[""village"", ""circus"", ""chess"", ""polar bear"", ""pit""]",white,"[""chess"", ""polar bear""]",0,2,434,5,1.0,0.0,2209
3HXCEECSQMFAQJF5O5TL9QXNZK3YZT,"[""village"", ""circus"", ""chess"", ""polar bear"", ""pit""]",castle,"[""village"", ""chess""]",0,2,436,5,1.0,0.0,2210
3X2LT8FDHW4RHIJI0EBKB9F3P3WW8N,"[""playstation"", ""jogger"", ""keyboard"", ""luggage"", ""tiger""]",interfaces,"[""playstation"", ""keyboard""]",0,2,445,5,1.0,0.0,2211
3X2LT8FDHW4RHIJI0EBKB9F3P3WW8N,"[""playstation"", ""jogger"", ""keyboard"", ""luggage"", ""tiger""]",hungry,"[""jogger"", ""tiger""]",0,2,447,5,1.0,0.0,2212
3HEM8MA6H9Y73DMDAMEP56S7QCFQPX,"[""relic"", ""perspiration"", ""smack"", ""potato"", ""mouse""]",skull,"[""relic"", ""perspiration"", ""mouse""]",50,3,450,5,1.0,0.0,2213
3HEM8MA6H9Y73DMDAMEP56S7QCFQPX,"[""relic"", ""perspiration"", ""smack"", ""potato"", ""mouse""]",mausoleum,"[""relic"", ""mouse""]",67,2,451,5,1.0,0.0,2214
3HEM8MA6H9Y73DMDAMEP56S7QCFQPX,"[""relic"", ""perspiration"", ""smack"", ""potato"", ""mouse""]",burn,"[""relic"", ""perspiration"", ""potato""]",50,3,452,5,0.83,0.24,2215
3HEM8MA6H9Y73DMDAMEP56S7QCFQPX,"[""relic"", ""perspiration"", ""smack"", ""potato"", ""mouse""]",health,"[""perspiration"", ""potato""]",100,2,453,5,1.0,0.0,2216
3HEM8MA6H9Y73DMDAMEP56S7QCFQPX,"[""relic"", ""perspiration"", ""smack"", ""potato"", ""mouse""]",holy,"[""relic"", ""perspiration""]",67,2,454,5,1.0,0.0,2217
3E6L1VR4XW822IEZHA4MN7XCO6H6FG,"[""morse code"", ""eye patch"", ""toothpaste"", ""ear"", ""noose""]",teeth,"[""eye patch"", ""toothpaste""]",67,2,456,5,1.0,0.0,2218
3E6L1VR4XW822IEZHA4MN7XCO6H6FG,"[""morse code"", ""eye patch"", ""toothpaste"", ""ear"", ""noose""]",sound,"[""morse code"", ""ear""]",67,2,457,5,1.0,0.0,2219
3E6L1VR4XW822IEZHA4MN7XCO6H6FG,"[""morse code"", ""eye patch"", ""toothpaste"", ""ear"", ""noose""]",description,"[""morse code"", ""toothpaste""]",67,2,460,5,1.0,0.0,2220
3PIOQ99R7Y8ZSLHHBGL2BIK1TIKNU3,"[""raccoon"", ""slide"", ""cereal"", ""father"", ""dance""]",gymnastics,"[""slide"", ""dance""]",0,2,464,5,1.0,0.0,2221
